Date	Time	Serial number	Customer	Modul type	Protocol file	File version	
27.09.2016	15:43:49					1.03	

[mm²] Cell area	[°C] T Cell	[%/K] Modul-TkI	[%/K] Modul TkU	[°C] T Monitor Cell	[%/K] Monitor Cell TkI	LoadType	Measurement type	[W/m²] corrected to	Gain monitor mell	Optical class	[W/m²/mV] Calibration value	Spectral mismatch faktor	Correction Type	CellParamTkI_Umpp	CellParamTkU_Umpp	IEC60891_RsType	IEC60891_TkI	IEC60891_TkU	IEC60891_Kfact	MeasureTimeLf	
23590.000000000	22.171234200	0.070000000	-0.200000000	22.291587275	0.065590000	EL3	LF2	1000.000000000	100.000000000	0	15.589536000	1.000000000	S	0.070000000	-0.360000000	1.000000000	0.008000000	-2.000000000	0.012500000	19.900000000	

[A]Isc	[V]Uoc	[A]Impp	[V]Umpp	[W]Pmpp	[%]Eta	[%]FF	[Ohm]Rser	[Ohm]Rshunt	[W/m²]Irrad.	
9.439855146	0.672832639	8.742189700	0.575808166	5.033824220	21.338805511	79.254816506	0.004029179	48.378290829	995.302736411	

Ufrom[V]	Uto[V]	Lines	Decimals	Ifrom[A]	Ito[A]	Lines	Decimals	
0.000000000	1.000000000	10	1	0.000000000	10.000000000	10	1	

Nr	[V]Uraw	[A]Iraw	[mV]Eraw	[V]Uflt	[A]Iflt	[mV]Eflt	[V]Ucor	[A]Icor	[W/m2]Ecor	
134	0.047475282	-0.000838863	0.011889437	0.047456703	-0.000840438	0.007779134	0.047189725	-0.000842106	0.000000000	
135	0.048543582	-0.000860812	0.005790278	0.048552872	-0.000859325	0.008707267	0.048279728	-0.000861030	0.000000000	
136	0.049672928	-0.000874594	0.011889437	0.049653022	-0.000878167	0.009370219	0.049373689	-0.000879909	0.000000000	
137	0.050741229	-0.000899095	0.011889437	0.050747864	-0.000897275	0.009502810	0.050462372	-0.000899056	0.000000000	
138	0.051840052	-0.000915940	0.008839858	0.051836071	-0.000916561	0.008442086	0.051544457	-0.000918380	0.000000000	
139	0.052969398	-0.000936358	0.005790278	0.052926932	-0.000935759	0.008044315	0.052629181	-0.000937615	0.000000000	
140	0.053976653	-0.000955244	0.008839858	0.054015138	-0.000955067	0.007248773	0.053711265	-0.000956962	0.000000000	
141	0.055075476	-0.000974131	0.002740698	0.055108653	-0.000973909	0.006453230	0.054798628	-0.000975841	0.000000000	
142	0.056204823	-0.000993528	0.008839858	0.056208804	-0.000992929	0.006585820	0.055892590	-0.000994899	0.000000000	
143	0.057334169	-0.001010883	0.005790278	0.057312935	-0.001011349	0.006851001	0.056990510	-0.001013356	0.000000000	
144	0.058402469	-0.001030280	0.005790278	0.058418394	-0.001029969	0.006585820	0.058089750	-0.001032013	0.000000000	
145	0.059531815	-0.001050188	0.008839858	0.059522526	-0.001048945	0.006851001	0.059187670	-0.001051026	0.000000000	
146	0.060661162	-0.001063970	0.008839858	0.060618695	-0.001067898	0.006718411	0.060277672	-0.001070017	0.000000000	
147	0.061698939	-0.001086429	0.002740698	0.061706902	-0.001087162	0.006718411	0.061359757	-0.001089319	0.000000000	
148	0.062797762	-0.001109399	0.005790278	0.062796435	-0.001106847	0.007381363	0.062443161	-0.001109043	0.000000000	
149	0.063866063	-0.001127265	0.008839858	0.063893932	-0.001126422	0.007381363	0.063534483	-0.001128657	0.000000000	
150	0.064964886	-0.001143089	0.008839858	0.064990101	-0.001146174	0.007911725	0.064624486	-0.001148448	0.000000000	
151	0.066063709	-0.001167080	0.011889437	0.066099541	-0.001166081	0.008574677	0.065727684	-0.001168395	0.000000000	
152	0.067284624	-0.001186477	0.002740698	0.067208981	-0.001185611	0.008309496	0.066830883	-0.001187964	0.000000000	
153	0.068291879	-0.001204343	0.011889437	0.068319748	-0.001205341	0.008972448	0.067935401	-0.001207733	0.000000000	
154	0.069451748	-0.001226292	0.008839858	0.069433169	-0.001225315	0.009370219	0.069042558	-0.001227746	0.000000000	
155	0.070489526	-0.001244157	0.005790278	0.070533319	-0.001244779	0.009237629	0.070136520	-0.001247249	0.000000000	
156	0.071679917	-0.001265086	0.014939017	0.071630815	-0.001264464	0.010033171	0.071227842	-0.001266973	0.000000000	
157	0.072778741	-0.001283972	0.011889437	0.072726985	-0.001284261	0.009105038	0.072317844	-0.001286809	0.000000000	
158	0.073755473	-0.001302859	0.005790278	0.073815191	-0.001304079	0.007911725	0.073399929	-0.001306667	0.000000000	
159	0.074915342	-0.001324298	0.008839858	0.074915342	-0.001324453	0.007381363	0.074493890	-0.001327081	0.000000000	
160	0.075983642	-0.001344205	0.002740698	0.076014165	-0.001344471	0.005790278	0.075586532	-0.001347139	0.000000000	
161	0.077112988	-0.001365133	0.002740698	0.077115642	-0.001364534	0.005657687	0.076681813	-0.001367241	0.000000000	
162	0.078242334	-0.001387593	0.008839858	0.078233045	-0.001384353	0.006585820	0.077792929	-0.001387099	0.000000000	
163	0.079371681	-0.001402396	0.002740698	0.079338504	-0.001403794	0.006851001	0.078892169	-0.001406579	0.000000000	
164	0.080409458	-0.001422814	0.011889437	0.080439981	-0.001423302	0.007513953	0.079987450	-0.001426126	0.000000000	
165	0.081599850	-0.001441190	0.011889437	0.081536150	-0.001442766	0.007646544	0.081077452	-0.001445628	0.000000000	
166	0.082607105	-0.001463139	0.005790278	0.082621703	-0.001462540	0.006851001	0.082156897	-0.001465442	0.000000000	
167	0.083705928	-0.001482536	0.002740698	0.083705928	-0.001482825	0.006983592	0.083235023	-0.001485767	0.000000000	
168	0.084774229	-0.001501933	0.005790278	0.084799443	-0.001503176	0.006585820	0.084322387	-0.001506158	0.000000000	
169	0.085873052	-0.001524393	0.005790278	0.085884996	-0.001523572	0.006453230	0.085401832	-0.001526594	0.000000000	
170	0.086971875	-0.001544811	0.011889437	0.086986473	-0.001543790	0.007116182	0.086497113	-0.001546853	0.000000000	
171	0.088131744	-0.001564718	0.005790278	0.088086623	-0.001564141	0.006983592	0.087591074	-0.001567244	0.000000000	
172	0.089138999	-0.001582584	0.005790278	0.089181466	-0.001584759	0.006983592	0.088679757	-0.001587903	0.000000000	
173	0.090329391	-0.001604022	0.008839858	0.090280289	-0.001605576	0.007116182	0.089772399	-0.001608762	0.000000000	
174	0.091367168	-0.001626482	0.002740698	0.091373804	-0.001627215	0.006585820	0.090859762	-0.001630443	0.000000000	
175	0.092435469	-0.001649452	0.008839858	0.092454048	-0.001648098	0.006585820	0.091933929	-0.001651368	0.000000000	
176	0.093564815	-0.001669870	0.008839858	0.093495807	-0.001665232	0.006718411	0.092969827	-0.001668536	0.000000000	
177	0.094663638	-0.001696413	0.005790278	0.094434053	-0.001677704	0.006320640	0.093902795	-0.001681033	0.000000000	
178	0.095640370	-0.001703560	0.002740698	0.095227648	-0.001684029	0.006320640	0.094691925	-0.001687371	0.000000000	
179	0.096250828	-0.001684673	0.008839858	0.095839432	-0.001684407	0.006453230	0.095300268	-0.001687749	0.000000000	
180	0.096525533	-0.001678037	0.005790278	0.096253482	-0.001681877	0.006320640	0.095711988	-0.001685214	0.000000000	
181	0.096617102	-0.001673954	0.005790278	0.096500319	-0.001677704	0.006453230	0.095957437	-0.001681033	0.000000000	
182	0.096708671	-0.001670381	0.008839858	0.096623737	-0.001673776	0.006718411	0.096080161	-0.001677097	0.000000000	
183	0.096678148	-0.001671912	0.005790278	0.096674167	-0.001672445	0.006320640	0.096130306	-0.001675763	0.000000000	
184	0.096708671	-0.001673443	0.005790278	0.096698054	-0.001671845	0.005922868	0.096154059	-0.001675162	0.000000000	
185	0.096708671	-0.001668849	0.005790278	0.096706016	-0.001671623	0.005922868	0.096161977	-0.001674940	0.000000000	
186	0.096708671	-0.001673443	0.005790278	0.096707344	-0.001671890	0.005392507	0.096163297	-0.001675207	0.000000000	
187	0.096739194	-0.001671401	0.002740698	0.096709998	-0.001671535	0.005259916	0.096165936	-0.001674851	0.000000000	
188	0.096678148	-0.001672422	0.008839858	0.096707344	-0.001671113	0.005657687	0.096163297	-0.001674429	0.000000000	
189	0.096708671	-0.001671912	0.002740698	0.096707344	-0.001670980	0.005657687	0.096163297	-0.001674295	0.000000000	
190	0.096708671	-0.001667828	0.005790278	0.096707344	-0.001670403	0.006188049	0.096163297	-0.001673717	0.000000000	
191	0.096708671	-0.001669360	0.008839858	0.096706016	-0.001670225	0.006718411	0.096161977	-0.001673539	0.000000000	
192	0.096708671	-0.001671401	0.005790278	0.096711325	-0.001670469	0.006851001	0.096167256	-0.001673784	0.000000000	
193	0.096708671	-0.001670381	0.008839858	0.096715306	-0.001670935	0.007248773	0.096171214	-0.001674251	0.000000000	
194	0.096708671	-0.001669870	0.005790278	0.096717960	-0.001671512	0.006851001	0.096173854	-0.001674829	0.000000000	
195	0.096739194	-0.001673954	0.008839858	0.096723269	-0.001672200	0.006188049	0.096179132	-0.001675518	0.000000000	
196	0.096739194	-0.001674464	0.005790278	0.096721941	-0.001672445	0.005657687	0.096177812	-0.001675763	0.000000000	
197	0.096708671	-0.001670891	0.002740698	0.096721522	-0.001672825	0.004827253	0.096177396	-0.001676144	0.000000000	
198	0.096739194	-0.001673443	0.002740698	0.096711019	-0.001672187	0.003679030	0.096166951	-0.001675505	0.000000000	
199	0.096678148	-0.001671912	0.005790278	0.096678148	-0.001671912	0.005790278	0.096134265	-0.001675229	0.000000000	

Date	Time	Serial number	Customer	Modul type	Protocol file	File version	
27.09.2016	15:43:49					1.03	

[mm²] Cell area	[°C] T Cell	[%/K] Modul-TkI	[%/K] Modul TkU	[°C] T Monitor Cell	[%/K] Monitor Cell TkI	LoadType	Measurement type	[W/m²] corrected to	Gain monitor mell	Optical class	[W/m²/mV] Calibration value	Spectral mismatch faktor	Correction Type	CellParamTkI_Umpp	CellParamTkU_Umpp	IEC60891_RsType	IEC60891_TkI	IEC60891_TkU	IEC60891_Kfact	MeasureTimeLf	
23590.000000000	22.171234200	0.070000000	-0.200000000	22.291587275	0.065590000	EL3	DFH	1000.000000000	100.000000000	0	15.589536000	1.000000000	S	0.070000000	-0.360000000	1.000000000	0.008000000	-2.000000000	0.012500000	19.900000000	

[Ohm]Rser	
0.008641689	

Ufrom[V]	Uto[V]	Lines	Decimals	Ifrom[A]	Ito[A]	Lines	Decimals	
-1.000000000	1.000000000	16	1	-1.000000000	1.000000000	11	1	

Nr	[V]Uraw	[A]Iraw	[mV]Eraw	[V]Uflt	[A]Iflt	[mV]Eflt	[V]Ucor	[A]Icor	[W/m2]Ecor	
0	-0.198125011	0.003833656	0.002740698	-0.198125011	0.003833656	0.002740698	-0.197010418	0.003841263	0.000000000	
1	-0.198432115	0.003833656	-0.000308882	-0.196731231	0.003731013	0.001567783	-0.195624480	0.003738416	0.000000000	
2	-0.193211348	0.003500066	0.002740698	-0.190011001	0.003570296	0.004345740	-0.188942056	0.003577379	0.000000000	
3	-0.184305333	0.003500066	0.008839858	-0.181047361	0.003297011	0.004729555	-0.180028842	0.003303553	0.000000000	
4	-0.172942487	0.003166476	0.008839858	-0.171860947	0.003035941	0.005127326	-0.170894108	0.003041964	0.000000000	
5	-0.162193849	0.002499295	0.002740698	-0.161192423	0.002731358	0.005525097	-0.160285602	0.002736777	0.000000000	
6	-0.149909691	0.002499295	0.002740698	-0.149682701	0.002441280	0.005392507	-0.148840631	0.002446123	0.000000000	
7	-0.137932637	0.002165705	0.005790278	-0.137852523	0.002151201	0.005525097	-0.137077006	0.002155469	0.000000000	
8	-0.125955584	0.001832115	0.008839858	-0.125875470	0.001933642	0.006188049	-0.125167331	0.001937479	0.000000000	
9	-0.113671426	0.001498524	0.002740698	-0.113751540	0.001745091	0.006718411	-0.113111607	0.001748553	0.000000000	
10	-0.102001476	0.001498524	0.008839858	-0.101640963	0.001556540	0.007116182	-0.101069161	0.001559628	0.000000000	
11	-0.089410214	0.001832115	0.011889437	-0.089517033	0.001338981	0.007381363	-0.089013437	0.001341638	0.000000000	
12	-0.077126056	0.001164934	0.005790278	-0.077419808	0.001077910	0.006851001	-0.076984267	0.001080049	0.000000000	
13	-0.065149003	0.000831344	0.002740698	-0.065416049	0.000845848	0.006983592	-0.065048038	0.000847526	0.000000000	
14	-0.053479053	0.000164163	0.008839858	-0.053398939	0.000599281	0.006851001	-0.053098532	0.000600470	0.000000000	
15	-0.041501999	0.000164163	0.005790278	-0.041395180	0.000338210	0.006453230	-0.041162303	0.000338881	0.000000000	
16	-0.029832049	0.000497753	0.008839858	-0.029324660	0.000091643	0.006320640	-0.029159688	0.000091825	0.000000000	
17	-0.017240787	0.000164163	0.005790278	-0.017187378	-0.000183931	0.006453230	-0.017090687	-0.000184296	0.000000000	
18	-0.004956629	-0.000503018	0.005790278	-0.005036743	-0.000488514	0.006320640	-0.005008408	-0.000489483	0.000000000	
19	0.007634632	-0.001170198	0.002740698	0.007113891	-0.000807600	0.006851001	0.007073870	-0.000809202	0.000000000	
20	0.019304582	-0.001170198	0.008839858	0.019211116	-0.001155694	0.007248773	0.019103040	-0.001157987	0.000000000	
21	0.030974532	-0.001503789	0.008839858	0.031254931	-0.001460277	0.007381363	0.031079100	-0.001463174	0.000000000	
22	0.043258690	-0.001503789	0.011889437	0.043298747	-0.001663332	0.007381363	0.043055161	-0.001666632	0.000000000	
23	0.055235744	-0.002170969	0.005790278	0.055315858	-0.001837379	0.007248773	0.055004667	-0.001841024	0.000000000	
24	0.067519902	-0.002170969	0.002740698	0.067373026	-0.001938906	0.006585820	0.066994005	-0.001942753	0.000000000	
25	0.079496956	-0.001837379	0.005790278	0.079430194	-0.002025930	0.006055459	0.078983343	-0.002029949	0.000000000	
26	0.091474009	-0.002170969	0.008839858	0.091474009	-0.002185473	0.005127326	0.090959404	-0.002189809	0.000000000	
27	0.103451063	-0.001837379	0.005790278	0.103517825	-0.002330512	0.004464374	0.102935464	-0.002335136	0.000000000	
28	0.115428117	-0.002504559	0.002740698	0.115494879	-0.002577079	0.004066602	0.114845139	-0.002582192	0.000000000	
29	0.127712275	-0.003171740	-0.000308882	0.127511990	-0.002867158	0.003934012	0.126794645	-0.002872846	0.000000000	
30	0.139689329	-0.003171740	0.002740698	0.139515748	-0.003157236	0.003801422	0.138730874	-0.003163500	0.000000000	
31	0.151052175	-0.003505330	0.005790278	0.151559564	-0.003461819	0.004331783	0.150706935	-0.003468687	0.000000000	
32	0.163643436	-0.003505330	0.008839858	0.163643436	-0.003751897	0.005259916	0.162722827	-0.003759341	0.000000000	
33	0.175620490	-0.004172511	0.002740698	0.175740661	-0.003998464	0.006055459	0.174751996	-0.004006397	0.000000000	
34	0.188211752	-0.004172511	0.005790278	0.187811182	-0.004274039	0.006851001	0.186754612	-0.004282518	0.000000000	
35	0.199881702	-0.004839692	0.008839858	0.199854997	-0.004564117	0.007779134	0.198730672	-0.004573173	0.000000000	
36	0.212165860	-0.004506101	0.008839858	0.211845403	-0.004854196	0.008574677	0.210653624	-0.004863827	0.000000000	
37	0.223528706	-0.005173282	0.008839858	0.223795753	-0.005187786	0.008972448	0.222536744	-0.005198079	0.000000000	
38	0.235505760	-0.005506872	0.011889437	0.235732749	-0.005506872	0.008707267	0.234406587	-0.005517798	0.000000000	
39	0.247789917	-0.005840463	0.011889437	0.247723156	-0.005883974	0.007911725	0.246329538	-0.005895649	0.000000000	
40	0.259766971	-0.006507643	0.002740698	0.259700209	-0.006333596	0.006983592	0.258239213	-0.006346162	0.000000000	
41	0.271744025	-0.006174053	0.002740698	0.271770730	-0.006812226	0.006585820	0.270241828	-0.006825742	0.000000000	
42	0.283721079	-0.007508414	0.005790278	0.283774488	-0.007377879	0.006320640	0.282178057	-0.007392517	0.000000000	
43	0.295698133	-0.007842004	0.008839858	0.295791599	-0.007972540	0.006851001	0.294127563	-0.007988358	0.000000000	
44	0.308289395	-0.008842775	0.008839858	0.307768653	-0.008625217	0.007513953	0.306037238	-0.008642330	0.000000000	
45	0.319345137	-0.009176366	0.005790278	0.319732355	-0.009335909	0.007513953	0.317933635	-0.009354432	0.000000000	
46	0.331936398	-0.009843546	0.011889437	0.331709408	-0.010075609	0.007381363	0.329843309	-0.010095600	0.000000000	
47	0.343299244	-0.010844317	0.005790278	0.343686462	-0.010887829	0.006585820	0.341752984	-0.010909431	0.000000000	
48	0.355890506	-0.011511498	0.002740698	0.355703573	-0.011787073	0.005922868	0.353702490	-0.011810459	0.000000000	
49	0.367560456	-0.012845859	0.005790278	0.367787446	-0.012831355	0.005790278	0.365718382	-0.012856813	0.000000000	
50	0.379844614	-0.013513040	0.005790278	0.379831261	-0.013991669	0.005392507	0.377694443	-0.014019430	0.000000000	
51	0.392128771	-0.015180991	0.005790278	0.391901782	-0.015355038	0.005525097	0.389697058	-0.015385504	0.000000000	
52	0.404105825	-0.016515353	0.005790278	0.403838778	-0.016964974	0.005790278	0.401566901	-0.016998634	0.000000000	
53	0.415775775	-0.018183304	0.005790278	0.415709014	-0.018937508	0.006055459	0.413370358	-0.018975082	0.000000000	
54	0.427752829	-0.020518436	0.005790278	0.427378963	-0.021417680	0.006983592	0.424974656	-0.021460174	0.000000000	
55	0.439115675	-0.023187159	0.005790278	0.438902038	-0.024434497	0.007513953	0.436432905	-0.024482976	0.000000000	
56	0.450785625	-0.027190243	0.008839858	0.450211474	-0.028263533	0.008309496	0.447678718	-0.028319610	0.000000000	
57	0.461227159	-0.031526917	0.014939017	0.461267216	-0.033035325	0.008442086	0.458672263	-0.033100869	0.000000000	
58	0.472897109	-0.036530771	0.005790278	0.472015854	-0.038967431	0.007911725	0.469360433	-0.039044745	0.000000000	
59	0.483031539	-0.043869758	0.008839858	0.482337217	-0.046204891	0.007646544	0.479623731	-0.046296564	0.000000000	
60	0.493165969	-0.052543107	0.002740698	0.492151191	-0.054965262	0.006585820	0.489382494	-0.055074317	0.000000000	
61	0.502379088	-0.063217997	0.005790278	0.501457776	-0.065553129	0.006055459	0.498636723	-0.065683190	0.000000000	
62	0.510977998	-0.074226477	0.008839858	0.510190210	-0.078258569	0.006188049	0.507320031	-0.078413839	0.000000000	
63	0.518962701	-0.088904451	0.002740698	0.518401902	-0.093386164	0.005922868	0.515485527	-0.093571448	0.000000000	
64	0.526640299	-0.106584737	0.008839858	0.526119558	-0.111153474	0.006055459	0.523159765	-0.111374010	0.000000000	
65	0.534317898	-0.127600927	0.005790278	0.533436643	-0.131705538	0.005525097	0.530435687	-0.131966851	0.000000000	
66	0.540767081	-0.151285839	0.005790278	0.540313101	-0.155274419	0.004994735	0.537273460	-0.155582494	0.000000000	
67	0.547216264	-0.177305884	0.002740698	0.546722227	-0.181671566	0.004862145	0.543646529	-0.182032014	0.000000000	
68	0.553665447	-0.206328241	0.002740698	0.552757487	-0.210896978	0.005127326	0.549647837	-0.211315411	0.000000000	
69	0.559193318	-0.239353682	0.005790278	0.558325415	-0.242820121	0.005657687	0.555184442	-0.243301891	0.000000000	
70	0.563492773	-0.273713484	0.005790278	0.563546182	-0.277266946	0.006453230	0.560375838	-0.277817062	0.000000000	
71	0.569020644	-0.311075600	0.011889437	0.568499902	-0.314237456	0.007248773	0.565301690	-0.314860923	0.000000000	
72	0.573320099	-0.350105666	0.005790278	0.573146519	-0.353557601	0.007381363	0.569922166	-0.354259082	0.000000000	
73	0.577926658	-0.391470865	0.008839858	0.577552793	-0.395067839	0.006983592	0.574303651	-0.395851679	0.000000000	
74	0.582226113	-0.435838377	0.005790278	0.581705372	-0.438797178	0.006453230	0.578432870	-0.439667780	0.000000000	
75	0.586218465	-0.481873840	0.005790278	0.585537495	-0.484557067	0.005657687	0.582243434	-0.485518459	0.000000000	
76	0.589596608	-0.529577255	0.002740698	0.589089219	-0.532303993	0.005392507	0.585775177	-0.533360119	0.000000000	
77	0.592360544	-0.579282212	0.005790278	0.592333839	-0.581892918	0.005259916	0.589001544	-0.583047432	0.000000000	
78	0.595738687	-0.630655120	0.005790278	0.595378174	-0.633120788	0.005657687	0.592028752	-0.634376940	0.000000000	
79	0.598502623	-0.684029570	0.005790278	0.598222223	-0.685929585	0.005657687	0.594856802	-0.687290513	0.000000000	
80	0.600959454	-0.738404791	0.005790278	0.600932749	-0.740058239	0.006188049	0.597552080	-0.741526562	0.000000000	
81	0.603723390	-0.793780783	0.008839858	0.603496400	-0.795463239	0.006585820	0.600101308	-0.797041489	0.000000000	
82	0.606180221	-0.850824727	0.002740698	0.605939879	-0.851941529	0.006585820	0.602531041	-0.853631836	0.000000000	
83	0.608637053	-0.907535080	0.008839858	0.608263187	-0.909435095	0.006851001	0.604841278	-0.911239473	0.000000000	
84	0.610172572	-0.966914156	0.008839858	0.610439619	-0.967914927	0.006851001	0.607005467	-0.969835333	0.000000000	
85	0.612936508	-1.025626051	0.005790278	0.612522585	-1.027264995	0.006983592	0.609076714	-1.029303155	0.000000000	
86	0.614779132	-1.086673079	0.005790278	0.614458675	-1.087514306	0.007248773	0.611001913	-1.089672005	0.000000000	
87	0.616314651	-1.147386516	0.005790278	0.616287947	-1.148590342	0.007116182	0.612820893	-1.150869219	0.000000000	
88	0.618157275	-1.209100724	0.011889437	0.618103866	-1.210449589	0.006851001	0.614626596	-1.212851199	0.000000000	
89	0.619692795	-1.272149293	0.005790278	0.619759556	-1.273150064	0.006453230	0.616272973	-1.275676076	0.000000000	
90	0.621535418	-1.335197862	0.005790278	0.621401895	-1.336503216	0.005790278	0.617906072	-1.339154925	0.000000000	
91	0.623378042	-1.399914383	0.002740698	0.623017529	-1.400581564	0.004994735	0.619512617	-1.403360408	0.000000000	
92	0.624299354	-1.464630904	0.005790278	0.624539696	-1.465211061	0.004066602	0.621026221	-1.468118135	0.000000000	
93	0.626141978	-1.529681015	0.002740698	0.626061863	-1.530304684	0.003801422	0.622539825	-1.533340908	0.000000000	
94	0.627677497	-1.595398307	0.002740698	0.627490564	-1.595833425	0.003801422	0.623960488	-1.598999662	0.000000000	
95	0.628905913	-1.661115599	0.002740698	0.628839151	-1.661724764	0.004199193	0.625301488	-1.665021733	0.000000000	
96	0.630441433	-1.727500071	0.005790278	0.630147681	-1.728007709	0.004331783	0.626602657	-1.731436188	0.000000000	
97	0.631362745	-1.793884543	0.005790278	0.631349392	-1.794667756	0.004729555	0.627797607	-1.798228493	0.000000000	
98	0.632591160	-1.861269787	0.005790278	0.632511046	-1.861704905	0.005259916	0.628952726	-1.865398648	0.000000000	
99	0.633512472	-1.928655030	0.002740698	0.633632643	-1.929104652	0.006055459	0.630068014	-1.932932121	0.000000000	
100	0.634740888	-1.996373864	0.005790278	0.634687479	-1.996866997	0.006320640	0.631116915	-2.000828911	0.000000000	
101	0.635969304	-2.064426288	0.008839858	0.635769019	-2.065020949	0.006453230	0.632192370	-2.069118084	0.000000000	
102	0.636890616	-2.132812302	0.011889437	0.636757092	-2.133479483	0.006718411	0.633174885	-2.137712444	0.000000000	
103	0.637504824	-2.201865497	0.002740698	0.637731813	-2.202315119	0.006453230	0.634144123	-2.206684655	0.000000000	
104	0.639040343	-2.271252282	0.002740698	0.638693182	-2.271455337	0.006188049	0.635100083	-2.275962052	0.000000000	
105	0.639347447	-2.340305477	0.008839858	0.639601142	-2.341001666	0.006055459	0.636002935	-2.345646365	0.000000000	
106	0.640575863	-2.410359443	0.005790278	0.640562511	-2.410780057	0.005392507	0.636958896	-2.415563201	0.000000000	
107	0.641497175	-2.480079819	0.005790278	0.641550584	-2.480819519	0.005525097	0.637941410	-2.485741625	0.000000000	
108	0.642418487	-2.551801736	0.005790278	0.642485248	-2.551047532	0.005525097	0.638870817	-2.556108975	0.000000000	
109	0.643646902	-2.620854931	0.002740698	0.643433265	-2.621391576	0.005392507	0.639813500	-2.626592587	0.000000000	
110	0.644568214	-2.691909668	0.005790278	0.644314520	-2.691866156	0.005392507	0.640689797	-2.697206993	0.000000000	
111	0.645182422	-2.761963634	0.005790278	0.645129013	-2.762456767	0.005259916	0.641499708	-2.767937660	0.000000000	
112	0.645796630	-2.833018370	0.008839858	0.645890096	-2.833134402	0.005790278	0.642256510	-2.838755524	0.000000000	
113	0.646717942	-2.903739517	0.002740698	0.646624475	-2.904029595	0.005922868	0.642986758	-2.909791378	0.000000000	
114	0.647332150	-2.974794254	0.002740698	0.647332150	-2.975055324	0.006585820	0.643690451	-2.980958027	0.000000000	
115	0.647946358	-3.046182581	0.011889437	0.648066529	-3.046342124	0.006983592	0.644420698	-3.052386264	0.000000000	
116	0.648867669	-3.117237318	0.005790278	0.648787555	-3.117831979	0.006585820	0.645137669	-3.124017959	0.000000000	
117	0.649481877	-3.188959235	0.011889437	0.649495230	-3.189568400	0.006453230	0.645841362	-3.195896710	0.000000000	
118	0.650403189	-3.261348333	0.002740698	0.650202904	-3.261594900	0.005525097	0.646545055	-3.268066115	0.000000000	
119	0.650710293	-3.333737431	0.002740698	0.650910578	-3.333954990	0.004464374	0.647248748	-3.340569773	0.000000000	
120	0.651631605	-3.405792939	0.002740698	0.651618253	-3.406547143	0.004199193	0.647952441	-3.413305953	0.000000000	
121	0.652245813	-3.478849217	0.002740698	0.652325927	-3.479371359	0.003138469	0.648656134	-3.486274657	0.000000000	
122	0.653167125	-3.552906267	0.005790278	0.653046954	-3.552369622	0.003138469	0.649373105	-3.559417753	0.000000000	
123	0.653781333	-3.625295365	0.005790278	0.653781333	-3.625469412	0.002873289	0.650103352	-3.632662578	0.000000000	
124	0.654395540	-3.698351644	-0.003358461	0.654408893	-3.698772258	0.002608108	0.650727382	-3.706110861	0.000000000	
125	0.655316852	-3.771741513	0.002740698	0.655049805	-3.772205638	0.003005879	0.651364689	-3.779689939	0.000000000	
126	0.655931060	-3.845464972	0.002740698	0.655610604	-3.845726043	0.003668831	0.651922333	-3.853356212	0.000000000	
127	0.655623956	-3.919522022	0.005790278	0.656077936	-3.919478510	0.003934012	0.652387036	-3.927255009	0.000000000	
128	0.656852372	-3.993245481	0.005790278	0.656612030	-3.993405024	0.005127326	0.652918125	-4.001328199	0.000000000	
129	0.657159476	-4.066968940	0.008839858	0.657119419	-4.067534594	0.005525097	0.653422660	-4.075604846	0.000000000	
130	0.657159476	-4.141359580	-0.000308882	0.657626808	-4.141809202	0.005790278	0.653927194	-4.150026820	0.000000000	
131	0.658387892	-4.216083811	0.008839858	0.658187607	-4.216344881	0.006188049	0.654484838	-4.224710383	0.000000000	
132	0.659002100	-4.291141631	0.005790278	0.658721700	-4.291011096	0.006320640	0.655015927	-4.299524740	0.000000000	
133	0.659309204	-4.365198681	0.008839858	0.659242442	-4.365851357	0.006055459	0.655533739	-4.374513489	0.000000000	
134	0.659309204	-4.441257272	0.005790278	0.659816593	-4.440836658	0.006453230	0.656104660	-4.449647566	0.000000000	
135	0.660537619	-4.515314322	0.005790278	0.660350687	-4.515865471	0.006320640	0.656635749	-4.524825241	0.000000000	
136	0.660844723	-4.591039323	0.002740698	0.660898133	-4.591010315	0.006055459	0.657180115	-4.600119177	0.000000000	
137	0.661766035	-4.666097144	0.008839858	0.661432227	-4.666271191	0.005790278	0.657711205	-4.675529375	0.000000000	
138	0.661766035	-4.741488554	0.008839858	0.661979673	-4.741532066	0.005657687	0.658255571	-4.750939573	0.000000000	
139	0.662687347	-4.816879965	0.002740698	0.662473709	-4.816879965	0.004994735	0.658746828	-4.826436967	0.000000000	
140	0.662687347	-4.892271376	0.002740698	0.662941042	-4.892198857	0.004596964	0.659211531	-4.901905296	0.000000000	
141	0.663608659	-4.967662787	0.005790278	0.663435078	-4.967619275	0.003934012	0.659702789	-4.977475354	0.000000000	
142	0.663915763	-5.042720608	0.002740698	0.663889058	-5.043039694	0.003536241	0.660154215	-5.053045411	0.000000000	
143	0.664222867	-5.118112019	0.002740698	0.664329685	-5.118503625	0.004066602	0.660592363	-5.128659067	0.000000000	
144	0.665144179	-5.194504200	0.002740698	0.664797018	-5.194069083	0.004331783	0.661057066	-5.204374452	0.000000000	
